User,Comment,Topic,Timestamp
user_1,The laptops I bought is amazing.,laptops,2021-08-17 12:18:56
user_1,The quality of this books is not great.,books,2023-06-08 12:09:51
user_1,The quality of this shoes is not great.,shoes,2020-11-25 03:15:55
user_1,I love my new books!,books,2021-10-26 01:51:10
user_1,I love my new laptops!,laptops,2020-10-22 20:36:48
user_1,Not happy with the laptops.,laptops,2023-12-18 01:27:44
user_1,The books I bought is amazing.,books,2021-02-13 20:33:52
user_1,The quality of this shoes is not great.,shoes,2021-11-22 10:18:52
user_1,Looking forward to using this shoes!,shoes,2022-11-24 08:17:34
user_1,Why is this books so expensive?,books,2020-02-09 20:46:18
user_1,Looking forward to using this clothes!,clothes,2021-07-05 08:12:52
user_1,Why is this laptops so expensive?,laptops,2023-05-13 01:04:48
user_1,Why is this smartphone so expensive?,smartphone,2020-02-16 20:11:39
user_1,Looking forward to using this clothes!,clothes,2022-07-26 20:41:33
user_1,Very satisfied with my laptops.,laptops,2021-07-05 04:08:01
user_1,Why is this smartphone so expensive?,smartphone,2022-02-20 10:20:22
user_1,Looking forward to using this laptops!,laptops,2020-09-13 12:12:31
user_1,Do you recommend any good laptops?,laptops,2021-04-17 21:25:45
user_1,The smartphone I bought is amazing.,smartphone,2022-08-01 12:14:00
user_2,Thinking of buying a smartphone.,smartphone,2023-01-14 05:11:34
user_2,Very satisfied with my shoes.,shoes,2020-09-19 18:49:08
user_2,The quality of this laptops is not great.,laptops,2020-09-01 10:21:05
user_2,I love my new shoes!,shoes,2022-04-11 23:52:26
user_2,Looking forward to using this smartphone!,smartphone,2023-06-25 21:33:44
user_2,Looking forward to using this smartphone!,smartphone,2023-09-21 08:18:30
user_2,Very satisfied with my laptops.,laptops,2023-06-11 19:32:33
user_2,Why is this laptops so expensive?,laptops,2022-01-27 03:43:46
user_2,Not happy with the books.,books,2020-03-05 12:17:43
user_2,I love my new books!,books,2023-11-25 07:52:23
user_2,The quality of this laptops is not great.,laptops,2023-10-22 23:09:12
user_2,Thinking of buying a clothes.,clothes,2023-11-16 12:36:09
user_2,The books I bought is amazing.,books,2020-12-05 11:31:13
user_2,Very satisfied with my books.,books,2022-03-23 02:45:44
user_2,Not happy with the clothes.,clothes,2021-06-11 01:03:16
user_2,The smartphone I bought is amazing.,smartphone,2022-10-16 12:11:28
user_2,The shoes I bought is amazing.,shoes,2020-05-14 01:20:09
user_2,Very satisfied with my shoes.,shoes,2020-05-04 02:04:14
user_2,Thinking of buying a smartphone.,smartphone,2020-07-15 12:04:33
user_2,Not happy with the smartphone.,smartphone,2021-11-07 21:46:37
user_2,Do you recommend any good shoes?,shoes,2020-07-08 12:43:22
user_2,The laptops I bought is amazing.,laptops,2021-09-10 18:25:42
user_2,Very satisfied with my shoes.,shoes,2021-10-24 10:08:44
user_2,I love my new smartphone!,smartphone,2021-09-01 18:46:47
user_2,Not happy with the smartphone.,smartphone,2021-03-26 13:44:50
user_2,Very satisfied with my laptops.,laptops,2021-12-11 23:15:57
user_2,The quality of this smartphone is not great.,smartphone,2022-05-01 02:45:09
user_2,Thinking of buying a smartphone.,smartphone,2023-07-01 19:34:39
user_2,Why is this books so expensive?,books,2023-02-18 10:54:17
user_2,I found a great deal on laptops.,laptops,2023-06-17 12:47:11
user_2,The quality of this shoes is not great.,shoes,2021-09-10 02:30:05
user_2,Why is this smartphone so expensive?,smartphone,2022-07-26 17:51:31
user_2,Very satisfied with my books.,books,2020-08-16 03:32:27
user_2,The clothes I bought is amazing.,clothes,2021-10-11 12:18:17
user_2,The books I bought is amazing.,books,2023-11-07 07:31:38
user_2,Why is this books so expensive?,books,2023-12-11 05:31:06
user_2,Very satisfied with my laptops.,laptops,2022-07-21 11:28:31
user_2,The quality of this laptops is not great.,laptops,2022-05-26 14:32:00
user_2,I found a great deal on laptops.,laptops,2023-03-18 04:39:42
user_2,I found a great deal on laptops.,laptops,2021-12-26 21:13:54
user_2,Do you recommend any good shoes?,shoes,2023-08-11 14:45:29
user_2,Looking forward to using this books!,books,2020-04-09 10:01:04
user_2,Not happy with the shoes.,shoes,2021-07-12 01:19:37
user_2,Very satisfied with my clothes.,clothes,2022-02-20 21:54:02
user_2,The clothes I bought is amazing.,clothes,2022-08-01 08:43:59
user_2,Not happy with the books.,books,2021-03-08 14:41:30
user_2,The quality of this smartphone is not great.,smartphone,2021-11-15 20:00:07
user_2,Not happy with the laptops.,laptops,2021-06-14 07:54:27
user_2,The quality of this smartphone is not great.,smartphone,2022-02-16 03:44:48
user_2,The smartphone I bought is amazing.,smartphone,2023-12-11 03:35:23
user_3,Looking forward to using this smartphone!,smartphone,2021-06-16 21:28:42
user_3,Thinking of buying a books.,books,2021-09-04 08:22:50
user_3,Not happy with the shoes.,shoes,2023-11-19 22:35:21
user_3,The books I bought is amazing.,books,2022-01-14 17:14:31
user_3,I found a great deal on laptops.,laptops,2020-12-20 00:13:17
user_3,I found a great deal on laptops.,laptops,2022-06-05 20:29:23
user_3,Not happy with the smartphone.,smartphone,2021-06-13 07:21:13
user_3,Why is this shoes so expensive?,shoes,2021-12-18 15:28:39
user_3,Looking forward to using this laptops!,laptops,2021-03-07 20:08:18
user_3,The laptops I bought is amazing.,laptops,2023-06-27 23:43:33
user_3,The shoes I bought is amazing.,shoes,2020-05-16 10:11:41
user_3,Not happy with the books.,books,2021-10-12 19:14:57
user_3,Do you recommend any good books?,books,2022-11-23 23:29:21
user_3,Why is this laptops so expensive?,laptops,2021-07-04 20:57:23
user_3,Very satisfied with my clothes.,clothes,2020-01-28 03:14:04
user_3,The quality of this clothes is not great.,clothes,2023-09-16 11:34:31
user_3,Why is this smartphone so expensive?,smartphone,2023-04-08 13:38:11
user_3,Why is this smartphone so expensive?,smartphone,2020-06-18 17:04:20
user_3,The quality of this laptops is not great.,laptops,2023-05-16 21:58:13
user_3,Looking forward to using this books!,books,2021-12-11 13:46:55
user_3,Not happy with the shoes.,shoes,2023-04-20 11:52:49
user_3,Thinking of buying a books.,books,2021-10-10 07:10:15
user_3,Not happy with the laptops.,laptops,2023-04-17 22:16:26
user_3,The quality of this shoes is not great.,shoes,2023-04-15 21:48:18
user_3,Not happy with the laptops.,laptops,2023-03-08 17:25:59
user_3,Why is this clothes so expensive?,clothes,2020-04-05 13:54:22
user_3,Looking forward to using this laptops!,laptops,2022-12-11 19:31:29
user_3,The shoes I bought is amazing.,shoes,2023-01-15 20:33:02
user_3,I found a great deal on books.,books,2021-08-11 02:42:30
user_3,Thinking of buying a laptops.,laptops,2022-07-05 01:37:15
user_3,The shoes I bought is amazing.,shoes,2021-07-25 18:27:10
user_3,The quality of this shoes is not great.,shoes,2023-08-25 10:20:06
user_3,I love my new books!,books,2022-03-06 00:16:53
user_3,Do you recommend any good laptops?,laptops,2023-03-13 02:15:02
user_3,The quality of this smartphone is not great.,smartphone,2021-06-24 19:00:42
user_3,The laptops I bought is amazing.,laptops,2020-12-17 08:16:39
user_3,Thinking of buying a smartphone.,smartphone,2021-03-17 17:48:15
user_3,Very satisfied with my laptops.,laptops,2021-03-25 11:40:45
user_3,Very satisfied with my smartphone.,smartphone,2022-10-15 04:31:56
user_3,The books I bought is amazing.,books,2020-06-13 06:15:15
user_3,Very satisfied with my smartphone.,smartphone,2021-10-21 01:51:12
user_3,Not happy with the shoes.,shoes,2023-04-05 18:39:10
user_3,Very satisfied with my laptops.,laptops,2022-01-24 20:00:46
user_3,The quality of this clothes is not great.,clothes,2023-05-16 12:02:09
user_3,Why is this laptops so expensive?,laptops,2023-01-28 09:19:38
user_3,The quality of this clothes is not great.,clothes,2022-07-10 14:49:12
user_3,Thinking of buying a laptops.,laptops,2022-06-11 05:40:29
user_3,Looking forward to using this shoes!,shoes,2021-03-08 22:14:10
user_3,Not happy with the books.,books,2023-07-08 20:06:51
user_3,Why is this laptops so expensive?,laptops,2023-07-20 12:06:38
user_4,Do you recommend any good smartphone?,smartphone,2022-02-09 16:55:01
user_4,The quality of this shoes is not great.,shoes,2021-11-15 20:55:27
user_4,Why is this books so expensive?,books,2022-09-05 14:22:11
user_4,Do you recommend any good smartphone?,smartphone,2020-09-18 10:12:29
user_4,Why is this shoes so expensive?,shoes,2021-03-23 20:21:49
user_4,Why is this shoes so expensive?,shoes,2023-10-23 02:00:11
user_4,The shoes I bought is amazing.,shoes,2023-05-07 21:40:02
user_4,I found a great deal on clothes.,clothes,2022-12-09 00:43:04
user_4,The quality of this shoes is not great.,shoes,2023-09-04 18:11:11
user_4,Looking forward to using this clothes!,clothes,2021-09-22 12:43:46
user_4,The laptops I bought is amazing.,laptops,2020-03-17 02:13:34
user_4,I love my new laptops!,laptops,2023-08-05 22:45:41
user_4,Looking forward to using this laptops!,laptops,2023-05-15 09:56:03
user_4,Do you recommend any good smartphone?,smartphone,2020-10-07 13:33:18
user_4,The quality of this shoes is not great.,shoes,2022-09-18 13:38:40
user_4,I found a great deal on books.,books,2023-11-26 23:25:42
user_4,Thinking of buying a clothes.,clothes,2020-03-27 16:45:40
user_4,Thinking of buying a shoes.,shoes,2021-02-15 12:02:37
user_4,Looking forward to using this laptops!,laptops,2023-11-08 14:41:07
user_4,The laptops I bought is amazing.,laptops,2020-02-20 05:39:23
user_4,Looking forward to using this smartphone!,smartphone,2022-12-26 22:08:18
user_4,The clothes I bought is amazing.,clothes,2022-01-18 23:06:50
user_4,Do you recommend any good shoes?,shoes,2021-02-17 07:58:46
user_4,Do you recommend any good smartphone?,smartphone,2021-06-22 19:14:43
user_4,Very satisfied with my shoes.,shoes,2020-12-16 04:22:25
user_4,Thinking of buying a smartphone.,smartphone,2022-10-07 20:42:28
user_4,The quality of this books is not great.,books,2021-07-26 18:48:07
user_4,Looking forward to using this books!,books,2021-06-05 12:11:18
user_4,Why is this smartphone so expensive?,smartphone,2020-03-24 12:58:20
user_4,Very satisfied with my laptops.,laptops,2021-09-11 02:39:01
user_4,Looking forward to using this books!,books,2023-02-05 13:42:26
user_4,I love my new books!,books,2020-01-02 06:43:12
user_4,The smartphone I bought is amazing.,smartphone,2021-09-10 14:59:51
user_4,Very satisfied with my laptops.,laptops,2022-09-16 15:37:31
user_4,Very satisfied with my books.,books,2020-08-20 07:34:18
user_4,Not happy with the smartphone.,smartphone,2023-09-02 10:44:53
user_4,Thinking of buying a shoes.,shoes,2020-10-22 22:52:51
user_4,I found a great deal on laptops.,laptops,2023-04-14 18:36:04
user_4,The smartphone I bought is amazing.,smartphone,2023-12-24 18:36:29
user_4,Not happy with the laptops.,laptops,2021-02-09 23:22:26
user_4,I found a great deal on shoes.,shoes,2022-11-07 12:09:04
user_4,Thinking of buying a shoes.,shoes,2020-11-06 18:01:41
user_4,Very satisfied with my laptops.,laptops,2021-06-08 09:37:25
user_4,I love my new shoes!,shoes,2021-03-11 22:30:21
user_4,Do you recommend any good smartphone?,smartphone,2021-02-11 06:36:50
user_4,Not happy with the smartphone.,smartphone,2020-10-25 21:12:48
user_4,Do you recommend any good shoes?,shoes,2020-02-26 16:18:19
user_4,Why is this clothes so expensive?,clothes,2021-04-22 14:13:56
user_4,Very satisfied with my books.,books,2022-10-07 15:30:40
user_4,Looking forward to using this clothes!,clothes,2021-12-08 00:05:09
user_5,Do you recommend any good books?,books,2021-02-12 23:22:42
user_5,The quality of this books is not great.,books,2022-07-18 19:46:58
user_5,Thinking of buying a laptops.,laptops,2021-07-28 12:49:53
user_5,I found a great deal on smartphone.,smartphone,2023-07-07 06:11:12
user_5,The books I bought is amazing.,books,2020-09-13 08:16:00
user_5,Looking forward to using this books!,books,2020-03-15 15:07:09
user_5,Looking forward to using this books!,books,2020-06-24 19:56:20
user_5,Very satisfied with my books.,books,2022-08-15 01:13:10
user_5,Why is this shoes so expensive?,shoes,2023-10-21 16:48:26
user_5,The clothes I bought is amazing.,clothes,2020-03-17 01:22:27
user_5,Looking forward to using this smartphone!,smartphone,2023-01-06 07:36:52
user_5,Looking forward to using this clothes!,clothes,2023-04-23 08:42:29
user_5,Why is this laptops so expensive?,laptops,2020-10-22 18:21:27
user_5,Why is this books so expensive?,books,2023-12-02 13:20:01
user_5,I found a great deal on shoes.,shoes,2021-09-06 02:29:24
user_5,Why is this clothes so expensive?,clothes,2023-06-03 18:09:22
user_5,The quality of this laptops is not great.,laptops,2020-07-04 04:22:06
user_5,Looking forward to using this smartphone!,smartphone,2022-05-17 20:14:27
user_5,Not happy with the smartphone.,smartphone,2020-09-16 12:44:07
user_5,Why is this books so expensive?,books,2022-09-25 11:40:50
user_5,I found a great deal on laptops.,laptops,2023-08-25 06:57:20
user_5,Thinking of buying a clothes.,clothes,2021-08-01 01:48:34
user_5,Thinking of buying a books.,books,2023-02-08 14:30:13
user_5,Not happy with the books.,books,2021-10-19 10:45:56
user_5,Why is this laptops so expensive?,laptops,2021-02-06 05:45:38
user_5,The books I bought is amazing.,books,2023-05-18 20:53:24
user_5,Why is this clothes so expensive?,clothes,2022-09-16 22:40:45
user_5,I found a great deal on laptops.,laptops,2021-08-19 22:21:15
user_5,The quality of this smartphone is not great.,smartphone,2023-01-17 21:44:16
user_5,Not happy with the books.,books,2022-05-08 03:18:08
user_5,Not happy with the smartphone.,smartphone,2020-09-05 02:34:08
user_5,Looking forward to using this clothes!,clothes,2023-06-19 07:31:24
user_5,Very satisfied with my laptops.,laptops,2022-12-21 19:11:02
user_5,I found a great deal on smartphone.,smartphone,2020-11-27 03:09:43
user_5,Why is this clothes so expensive?,clothes,2023-03-12 12:57:28
user_5,I found a great deal on smartphone.,smartphone,2020-06-13 13:26:49
user_5,Not happy with the clothes.,clothes,2023-11-14 20:54:22
user_5,I found a great deal on clothes.,clothes,2021-01-12 02:45:38
user_5,Thinking of buying a laptops.,laptops,2022-03-12 13:13:04
user_5,Very satisfied with my books.,books,2023-12-05 11:36:38
user_5,The laptops I bought is amazing.,laptops,2023-02-14 11:19:56
user_5,The laptops I bought is amazing.,laptops,2023-09-04 22:54:27
user_5,The quality of this books is not great.,books,2020-12-05 06:05:11
user_5,Not happy with the shoes.,shoes,2020-07-09 02:39:32
user_5,Not happy with the laptops.,laptops,2023-01-25 14:45:28
user_5,Looking forward to using this laptops!,laptops,2021-01-18 22:46:30
user_5,I found a great deal on smartphone.,smartphone,2022-07-19 22:45:47
user_5,Thinking of buying a books.,books,2023-03-23 10:46:31
user_5,The quality of this laptops is not great.,laptops,2022-01-05 01:54:48
user_5,I love my new smartphone!,smartphone,2020-10-27 23:05:31
user_6,Why is this books so expensive?,books,2023-04-28 02:41:01
user_6,Looking forward to using this clothes!,clothes,2023-05-22 13:02:43
user_6,Not happy with the smartphone.,smartphone,2023-07-12 06:03:12
user_6,The laptops I bought is amazing.,laptops,2020-04-28 12:57:10
user_6,Looking forward to using this smartphone!,smartphone,2020-12-26 04:08:39
user_6,The books I bought is amazing.,books,2022-03-08 22:19:23
user_6,Do you recommend any good laptops?,laptops,2021-01-05 07:14:01
user_6,Very satisfied with my laptops.,laptops,2023-08-05 16:39:42
user_6,I love my new laptops!,laptops,2021-03-03 01:06:29
user_6,I found a great deal on smartphone.,smartphone,2021-10-03 15:52:12
user_6,Thinking of buying a smartphone.,smartphone,2020-02-23 03:15:21
user_6,Looking forward to using this laptops!,laptops,2020-04-09 18:50:56
user_6,Very satisfied with my books.,books,2020-08-18 23:40:30
user_6,I found a great deal on smartphone.,smartphone,2023-11-01 02:22:00
user_6,The smartphone I bought is amazing.,smartphone,2021-06-12 00:47:39
user_6,The quality of this smartphone is not great.,smartphone,2021-09-18 08:13:41
user_6,Thinking of buying a books.,books,2021-02-08 00:01:16
user_6,Very satisfied with my clothes.,clothes,2021-08-06 12:04:10
user_6,Do you recommend any good clothes?,clothes,2021-11-17 11:21:07
user_6,The books I bought is amazing.,books,2020-12-06 02:36:05
user_6,Looking forward to using this books!,books,2020-07-21 08:11:25
user_6,Why is this clothes so expensive?,clothes,2023-11-20 13:58:23
user_6,Thinking of buying a laptops.,laptops,2021-09-19 10:43:24
user_6,I found a great deal on smartphone.,smartphone,2023-04-02 04:16:54
user_6,Very satisfied with my clothes.,clothes,2022-06-25 11:54:23
user_6,I love my new books!,books,2023-02-27 07:52:48
user_6,Not happy with the shoes.,shoes,2020-10-10 02:00:23
user_6,Not happy with the smartphone.,smartphone,2022-03-13 07:23:36
user_6,The quality of this clothes is not great.,clothes,2021-07-24 12:13:55
user_6,Very satisfied with my books.,books,2020-11-02 13:31:09
user_6,I love my new laptops!,laptops,2022-10-20 17:40:58
user_6,I love my new laptops!,laptops,2023-06-26 14:40:10
user_6,I found a great deal on books.,books,2020-11-24 07:55:10
user_6,Looking forward to using this books!,books,2023-10-01 01:06:01
user_6,I found a great deal on clothes.,clothes,2020-11-24 14:52:03
user_6,Thinking of buying a laptops.,laptops,2021-01-22 22:32:44
user_6,Why is this books so expensive?,books,2021-05-04 19:35:07
user_6,Looking forward to using this shoes!,shoes,2021-03-28 16:29:59
user_6,I found a great deal on books.,books,2020-10-22 20:32:20
user_6,Looking forward to using this clothes!,clothes,2021-07-04 01:37:03
user_6,Not happy with the smartphone.,smartphone,2022-07-19 12:50:10
user_6,The quality of this laptops is not great.,laptops,2020-03-03 07:38:31
user_6,Why is this shoes so expensive?,shoes,2023-09-10 13:36:51
user_6,Do you recommend any good shoes?,shoes,2022-12-27 11:39:08
user_6,Do you recommend any good clothes?,clothes,2020-06-08 23:24:45
user_6,Very satisfied with my smartphone.,smartphone,2023-04-23 23:34:23
user_6,Thinking of buying a smartphone.,smartphone,2021-04-16 02:55:56
user_6,Very satisfied with my clothes.,clothes,2022-01-09 01:04:59
user_6,Do you recommend any good shoes?,shoes,2022-04-25 13:46:18
user_6,Do you recommend any good shoes?,shoes,2020-09-01 12:19:16
user_7,Very satisfied with my laptops.,laptops,2021-05-18 01:51:16
user_7,The quality of this shoes is not great.,shoes,2020-08-15 13:32:23
user_7,Do you recommend any good books?,books,2022-04-08 11:24:26
user_7,I found a great deal on smartphone.,smartphone,2022-09-17 09:50:09
user_7,The quality of this shoes is not great.,shoes,2021-08-26 18:22:12
user_7,Do you recommend any good books?,books,2020-01-08 10:41:56
user_7,The quality of this books is not great.,books,2023-07-14 05:11:27
user_7,The quality of this shoes is not great.,shoes,2022-07-10 20:13:16
user_7,Not happy with the laptops.,laptops,2020-06-07 18:23:16
user_7,Very satisfied with my laptops.,laptops,2021-09-27 13:19:18
user_7,I found a great deal on laptops.,laptops,2020-05-07 23:13:49
user_7,The books I bought is amazing.,books,2020-03-07 05:10:07
user_7,The books I bought is amazing.,books,2021-09-04 10:41:27
user_7,Do you recommend any good shoes?,shoes,2020-11-18 03:38:23
user_7,Why is this laptops so expensive?,laptops,2023-04-13 01:24:34
user_7,I love my new shoes!,shoes,2023-11-15 11:23:21
user_7,I found a great deal on smartphone.,smartphone,2022-09-07 14:06:29
user_7,Thinking of buying a clothes.,clothes,2023-11-14 13:28:05
user_7,Very satisfied with my clothes.,clothes,2021-03-14 22:27:34
user_7,Do you recommend any good shoes?,shoes,2021-04-04 23:39:08
user_7,Not happy with the shoes.,shoes,2022-02-19 22:41:08
user_7,Very satisfied with my laptops.,laptops,2020-01-10 08:53:03
user_7,The books I bought is amazing.,books,2020-12-13 11:19:11
user_7,Why is this books so expensive?,books,2020-08-11 23:53:37
user_7,Why is this books so expensive?,books,2023-07-21 16:52:43
user_7,Why is this laptops so expensive?,laptops,2020-02-02 12:08:18
user_7,I love my new smartphone!,smartphone,2021-11-01 13:56:21
user_7,Not happy with the laptops.,laptops,2020-07-08 17:31:36
user_7,Very satisfied with my laptops.,laptops,2023-10-02 22:51:55
user_7,Very satisfied with my smartphone.,smartphone,2022-04-18 00:56:12
user_7,The clothes I bought is amazing.,clothes,2020-09-15 18:50:21
user_7,Looking forward to using this laptops!,laptops,2023-07-26 08:18:02
user_7,Looking forward to using this smartphone!,smartphone,2020-06-13 11:26:47
user_7,Thinking of buying a books.,books,2023-02-22 08:01:36
user_7,Why is this laptops so expensive?,laptops,2020-05-09 23:07:07
user_7,I love my new shoes!,shoes,2023-06-09 04:04:58
user_7,I found a great deal on smartphone.,smartphone,2020-04-26 19:45:50
user_7,Do you recommend any good shoes?,shoes,2023-01-23 03:27:48
user_7,The clothes I bought is amazing.,clothes,2020-07-01 03:46:31
user_7,Why is this shoes so expensive?,shoes,2023-04-07 15:50:09
user_7,I found a great deal on laptops.,laptops,2022-05-15 10:37:53
user_7,I love my new smartphone!,smartphone,2023-09-20 18:59:40
user_7,The laptops I bought is amazing.,laptops,2022-06-20 16:33:49
user_7,Very satisfied with my laptops.,laptops,2023-03-12 11:22:22
user_7,Very satisfied with my books.,books,2022-03-25 06:02:58
user_7,Do you recommend any good laptops?,laptops,2023-06-20 01:46:43
user_7,I love my new shoes!,shoes,2023-09-08 07:50:11
user_7,I love my new shoes!,shoes,2022-05-28 14:23:59
user_7,The smartphone I bought is amazing.,smartphone,2020-10-05 14:08:16
user_7,Do you recommend any good clothes?,clothes,2021-06-05 23:39:10
user_8,I love my new clothes!,clothes,2021-08-05 15:56:08
user_8,The shoes I bought is amazing.,shoes,2020-09-10 03:22:42
user_8,Very satisfied with my smartphone.,smartphone,2023-07-16 08:10:55
user_8,Not happy with the books.,books,2023-04-03 22:39:01
user_8,Why is this laptops so expensive?,laptops,2021-10-16 11:44:20
user_8,I love my new laptops!,laptops,2023-04-25 22:03:31
user_8,Not happy with the laptops.,laptops,2023-07-14 22:14:28
user_8,Not happy with the clothes.,clothes,2021-12-18 10:53:51
user_8,Do you recommend any good laptops?,laptops,2023-08-20 01:53:39
user_8,I found a great deal on clothes.,clothes,2022-05-03 05:10:18
user_8,Very satisfied with my laptops.,laptops,2021-02-21 17:08:06
user_8,I love my new laptops!,laptops,2022-08-07 01:53:36
user_8,I love my new clothes!,clothes,2022-07-24 10:08:46
user_8,Do you recommend any good clothes?,clothes,2021-02-09 21:03:15
user_8,I love my new shoes!,shoes,2022-05-05 02:21:38
user_8,Looking forward to using this smartphone!,smartphone,2023-09-24 05:39:03
user_8,Very satisfied with my smartphone.,smartphone,2022-01-27 09:17:04
user_8,Thinking of buying a smartphone.,smartphone,2020-04-27 19:19:40
user_8,Looking forward to using this smartphone!,smartphone,2023-02-11 00:00:41
user_8,Looking forward to using this books!,books,2022-08-20 00:44:57
user_8,I found a great deal on smartphone.,smartphone,2020-07-13 15:36:23
user_8,The quality of this books is not great.,books,2022-05-22 08:10:36
user_8,The quality of this clothes is not great.,clothes,2020-03-17 07:25:01
user_8,I love my new smartphone!,smartphone,2023-05-04 10:35:37
user_8,Do you recommend any good shoes?,shoes,2022-10-18 20:55:45
user_8,Very satisfied with my laptops.,laptops,2020-04-05 03:44:46
user_8,The clothes I bought is amazing.,clothes,2021-06-05 06:12:22
user_8,Thinking of buying a laptops.,laptops,2023-07-17 04:16:27
user_8,I love my new shoes!,shoes,2021-12-03 23:36:34
user_8,Thinking of buying a shoes.,shoes,2022-09-08 04:21:32
user_8,Not happy with the clothes.,clothes,2022-09-18 10:28:23
user_8,The laptops I bought is amazing.,laptops,2020-03-12 03:11:33
user_8,The shoes I bought is amazing.,shoes,2021-04-19 03:31:22
user_8,Looking forward to using this laptops!,laptops,2023-12-20 05:57:22
user_8,The quality of this laptops is not great.,laptops,2023-08-23 02:12:54
user_8,Thinking of buying a laptops.,laptops,2020-12-04 04:58:09
user_8,Not happy with the laptops.,laptops,2022-10-19 04:35:34
user_8,I love my new laptops!,laptops,2021-06-14 12:19:20
user_8,Very satisfied with my books.,books,2021-03-08 06:44:57
user_8,The laptops I bought is amazing.,laptops,2020-11-05 00:48:11
user_8,Thinking of buying a laptops.,laptops,2020-05-20 04:46:53
user_8,Why is this shoes so expensive?,shoes,2023-08-05 16:26:59
user_8,Thinking of buying a smartphone.,smartphone,2023-02-23 12:03:28
user_8,Thinking of buying a clothes.,clothes,2023-11-15 18:08:53
user_8,The quality of this laptops is not great.,laptops,2022-03-16 15:45:43
user_8,Do you recommend any good books?,books,2023-08-06 15:50:09
user_8,Not happy with the shoes.,shoes,2022-05-16 06:48:28
user_8,Looking forward to using this clothes!,clothes,2022-12-08 15:14:23
user_8,The quality of this laptops is not great.,laptops,2022-03-13 04:13:49
user_8,I love my new smartphone!,smartphone,2020-10-08 22:30:13
user_9,Why is this clothes so expensive?,clothes,2020-11-07 00:10:53
user_9,Why is this books so expensive?,books,2021-12-24 11:12:23
user_9,The quality of this laptops is not great.,laptops,2021-04-18 23:12:09
user_9,Thinking of buying a smartphone.,smartphone,2022-10-07 11:49:52
user_9,I love my new shoes!,shoes,2023-03-16 11:46:13
user_9,The quality of this clothes is not great.,clothes,2021-05-10 03:47:22
user_9,The shoes I bought is amazing.,shoes,2020-05-06 08:17:35
user_9,Why is this laptops so expensive?,laptops,2023-01-15 04:56:47
user_9,The clothes I bought is amazing.,clothes,2021-05-15 23:58:07
user_9,The smartphone I bought is amazing.,smartphone,2023-01-03 07:21:58
user_9,I found a great deal on laptops.,laptops,2022-10-22 09:41:26
user_9,I love my new books!,books,2020-05-26 13:08:16
user_9,I found a great deal on books.,books,2021-07-11 16:18:04
user_9,The shoes I bought is amazing.,shoes,2022-03-16 23:17:50
user_9,The quality of this clothes is not great.,clothes,2023-06-17 19:57:51
user_9,Do you recommend any good clothes?,clothes,2022-10-12 05:05:00
user_9,I found a great deal on shoes.,shoes,2020-08-16 12:58:11
user_9,Why is this clothes so expensive?,clothes,2020-04-04 07:06:45
user_9,The smartphone I bought is amazing.,smartphone,2020-11-17 04:45:15
user_9,Not happy with the shoes.,shoes,2022-11-06 16:56:45
user_9,I love my new laptops!,laptops,2021-11-23 11:14:50
user_9,Not happy with the books.,books,2023-04-22 16:13:52
user_9,Why is this laptops so expensive?,laptops,2021-09-08 19:12:26
