User,Comment,Topic,Timestamp
user_3,This is a comment about shoes,smartphone,2020-08-26 01:31:22
user_3,This is a comment about books,books,2023-04-08 18:03:44
user_3,This is a comment about shoes,shoes,2023-06-03 08:59:59
user_4,This is a comment about smartphone,books,2021-02-17 06:26:02
user_4,This is a comment about clothes,laptops,2020-12-05 12:27:46
user_4,This is a comment about shoes,shoes,2022-04-26 11:01:39
user_4,This is a comment about smartphone,shoes,2023-08-11 21:19:19
user_4,This is a comment about smartphone,clothes,2022-04-25 11:15:13
user_4,This is a comment about smartphone,laptops,2021-12-05 20:34:38
user_4,This is a comment about smartphone,books,2022-11-26 09:59:54
user_4,This is a comment about clothes,smartphone,2020-12-14 23:05:24
user_4,This is a comment about smartphone,smartphone,2020-10-01 11:22:41
user_4,This is a comment about laptops,laptops,2020-10-15 13:00:28
user_4,This is a comment about books,shoes,2021-01-06 18:09:38
user_4,This is a comment about smartphone,smartphone,2021-11-10 15:26:52
user_4,This is a comment about books,laptops,2023-09-20 14:36:02
user_4,This is a comment about smartphone,smartphone,2023-09-15 13:10:48
user_4,This is a comment about smartphone,books,2023-02-15 21:59:46
user_4,This is a comment about clothes,clothes,2020-03-12 20:52:42
user_4,This is a comment about books,books,2021-10-12 17:29:08
user_4,This is a comment about laptops,shoes,2021-08-14 20:37:28
user_4,This is a comment about shoes,smartphone,2022-11-18 03:48:55
user_4,This is a comment about smartphone,laptops,2021-04-04 12:36:30
user_4,This is a comment about shoes,clothes,2021-11-16 16:40:27
user_4,This is a comment about clothes,books,2021-11-09 23:32:59
user_4,This is a comment about smartphone,clothes,2022-02-23 02:02:35
user_4,This is a comment about laptops,smartphone,2020-09-14 02:18:19
user_4,This is a comment about books,smartphone,2021-04-18 23:40:15
user_4,This is a comment about books,books,2022-09-25 21:44:42
user_4,This is a comment about shoes,clothes,2020-05-13 08:49:15
user_4,This is a comment about clothes,clothes,2020-07-02 02:32:46
user_4,This is a comment about smartphone,books,2023-08-22 10:45:06
user_4,This is a comment about shoes,laptops,2020-01-08 06:35:53
user_4,This is a comment about clothes,laptops,2022-10-24 06:33:30
user_4,This is a comment about laptops,laptops,2023-04-18 02:38:17
user_4,This is a comment about laptops,clothes,2022-10-09 09:47:32
user_4,This is a comment about laptops,laptops,2022-07-22 06:09:54
user_4,This is a comment about books,smartphone,2021-09-07 02:22:46
user_4,This is a comment about books,smartphone,2020-05-03 02:56:14
user_4,This is a comment about shoes,books,2022-03-16 09:09:10
user_4,This is a comment about laptops,shoes,2020-10-16 18:46:12
user_4,This is a comment about books,shoes,2023-10-01 05:29:02
user_4,This is a comment about smartphone,clothes,2023-12-26 14:46:46
user_4,This is a comment about clothes,clothes,2022-09-10 23:01:35
user_4,This is a comment about clothes,laptops,2022-04-03 03:37:57
user_4,This is a comment about books,laptops,2021-03-13 02:30:25
user_4,This is a comment about laptops,shoes,2020-01-21 08:38:06
user_4,This is a comment about clothes,smartphone,2020-04-01 19:30:52
user_4,This is a comment about books,clothes,2023-02-08 12:51:11
user_4,This is a comment about smartphone,shoes,2021-08-04 22:50:14
user_4,This is a comment about clothes,shoes,2023-07-20 02:23:12
user_4,This is a comment about shoes,smartphone,2021-06-10 18:34:29
user_4,This is a comment about smartphone,smartphone,2023-10-14 09:18:11
user_5,This is a comment about clothes,books,2020-01-21 10:50:43
user_5,This is a comment about clothes,clothes,2022-03-09 15:31:37
user_5,This is a comment about laptops,smartphone,2021-01-02 10:10:14
user_5,This is a comment about laptops,laptops,2020-03-08 15:45:13
user_5,This is a comment about laptops,laptops,2022-05-11 19:39:50
user_5,This is a comment about books,books,2021-03-05 17:40:21
user_5,This is a comment about shoes,books,2020-12-21 09:35:56
user_5,This is a comment about laptops,clothes,2023-10-28 20:04:56
user_5,This is a comment about laptops,shoes,2021-09-18 11:25:42
user_5,This is a comment about laptops,clothes,2021-06-21 12:08:22
user_5,This is a comment about clothes,clothes,2022-10-26 21:14:22
user_5,This is a comment about clothes,smartphone,2020-10-15 15:01:27
user_5,This is a comment about smartphone,books,2023-03-11 09:35:47
user_5,This is a comment about shoes,clothes,2022-03-17 11:47:26
user_5,This is a comment about smartphone,shoes,2022-07-10 06:28:25
user_5,This is a comment about shoes,smartphone,2023-10-02 23:04:46
user_5,This is a comment about laptops,books,2020-08-25 10:30:29
user_5,This is a comment about laptops,laptops,2020-03-23 10:39:00
user_5,This is a comment about smartphone,books,2021-08-28 22:23:58
user_5,This is a comment about smartphone,smartphone,2021-08-01 01:01:04
user_5,This is a comment about clothes,smartphone,2023-09-18 10:38:24
user_5,This is a comment about laptops,smartphone,2022-02-10 10:11:34
user_5,This is a comment about laptops,clothes,2020-10-17 08:42:35
user_5,This is a comment about smartphone,books,2023-05-06 07:36:48
user_5,This is a comment about clothes,laptops,2020-08-04 10:57:49
user_5,This is a comment about shoes,shoes,2023-03-08 16:20:41
user_5,This is a comment about laptops,clothes,2022-06-24 08:03:34
user_5,This is a comment about shoes,clothes,2021-03-26 21:25:34
user_5,This is a comment about laptops,shoes,2023-08-08 13:16:31
user_5,This is a comment about clothes,books,2020-04-03 21:10:35
user_5,This is a comment about clothes,smartphone,2022-06-17 06:57:16
user_5,This is a comment about books,shoes,2022-09-04 20:53:00
user_5,This is a comment about smartphone,laptops,2022-09-09 13:17:14
user_5,This is a comment about books,clothes,2021-12-16 21:02:47
user_5,This is a comment about books,books,2021-02-24 03:57:49
user_5,This is a comment about laptops,books,2022-06-25 13:28:17
user_5,This is a comment about books,books,2023-04-22 15:08:09
user_5,This is a comment about shoes,clothes,2020-05-01 18:31:23
user_5,This is a comment about clothes,shoes,2020-07-23 10:09:21
user_5,This is a comment about smartphone,clothes,2023-04-20 09:06:23
user_5,This is a comment about laptops,shoes,2023-07-04 03:09:32
user_5,This is a comment about clothes,laptops,2021-04-06 07:26:06
user_5,This is a comment about shoes,clothes,2022-01-15 22:22:28
user_5,This is a comment about laptops,shoes,2022-04-14 02:49:57
user_5,This is a comment about shoes,clothes,2021-04-05 11:17:32
user_5,This is a comment about books,shoes,2023-05-06 09:26:25
user_5,This is a comment about clothes,clothes,2022-11-01 12:11:17
user_5,This is a comment about books,shoes,2021-04-01 20:10:27
user_5,This is a comment about books,laptops,2023-06-20 20:19:28
user_5,This is a comment about shoes,books,2020-02-20 14:03:59
user_6,This is a comment about clothes,smartphone,2021-04-02 02:56:43
user_6,This is a comment about smartphone,clothes,2021-04-04 13:53:19
user_6,This is a comment about clothes,laptops,2021-08-23 18:18:13
user_6,This is a comment about clothes,shoes,2021-11-22 10:36:31
user_6,This is a comment about clothes,clothes,2021-07-13 18:14:10
user_6,This is a comment about shoes,books,2022-07-23 07:51:06
user_6,This is a comment about books,laptops,2021-01-28 21:13:06
user_6,This is a comment about shoes,books,2023-08-27 08:39:50
user_6,This is a comment about clothes,books,2023-05-14 16:31:32
user_6,This is a comment about books,laptops,2023-09-22 14:06:03
user_6,This is a comment about smartphone,smartphone,2020-06-18 11:17:04
user_6,This is a comment about smartphone,clothes,2021-12-23 00:12:49
user_6,This is a comment about laptops,books,2023-06-21 10:06:14
user_6,This is a comment about shoes,books,2023-04-16 05:00:11
user_6,This is a comment about shoes,laptops,2023-11-06 03:46:51
user_6,This is a comment about smartphone,smartphone,2020-01-22 18:14:49
user_6,This is a comment about laptops,shoes,2023-06-24 12:04:51
user_6,This is a comment about laptops,smartphone,2021-09-04 03:38:16
user_6,This is a comment about shoes,clothes,2021-03-05 15:37:18
user_6,This is a comment about laptops,smartphone,2022-05-03 16:14:36
user_6,This is a comment about laptops,smartphone,2021-04-13 12:22:33
user_6,This is a comment about laptops,smartphone,2022-02-25 00:04:48
user_6,This is a comment about shoes,laptops,2020-10-11 14:46:26
user_6,This is a comment about clothes,books,2022-07-12 22:37:05
user_6,This is a comment about smartphone,laptops,2020-06-01 16:56:08
user_6,This is a comment about smartphone,smartphone,2020-10-11 05:34:35
user_6,This is a comment about laptops,laptops,2020-04-02 18:11:17
user_6,This is a comment about books,clothes,2022-03-22 19:21:58
user_6,This is a comment about laptops,books,2021-03-16 04:36:56
user_6,This is a comment about laptops,laptops,2021-04-14 21:26:27
user_6,This is a comment about books,books,2023-01-08 18:01:07
user_6,This is a comment about smartphone,shoes,2020-06-28 21:51:23
user_6,This is a comment about laptops,laptops,2023-09-24 18:05:59
user_6,This is a comment about clothes,smartphone,2023-06-16 18:00:22
user_6,This is a comment about books,shoes,2021-03-25 16:51:28
user_6,This is a comment about clothes,books,2022-08-16 11:55:34
user_6,This is a comment about clothes,smartphone,2022-01-11 06:26:33
user_6,This is a comment about shoes,clothes,2022-08-18 18:36:32
user_6,This is a comment about books,smartphone,2022-09-06 12:03:35
user_6,This is a comment about laptops,smartphone,2021-05-07 06:05:32
user_6,This is a comment about smartphone,smartphone,2022-01-13 11:18:55
user_6,This is a comment about books,laptops,2021-06-25 13:00:48
user_6,This is a comment about clothes,books,2020-02-07 19:36:14
user_6,This is a comment about shoes,smartphone,2021-06-16 07:04:49
user_6,This is a comment about shoes,smartphone,2021-08-19 00:50:03
user_6,This is a comment about shoes,smartphone,2021-04-27 19:40:47
user_6,This is a comment about shoes,shoes,2021-01-28 12:56:14
user_6,This is a comment about smartphone,books,2020-04-14 00:47:47
user_6,This is a comment about clothes,laptops,2022-12-16 10:53:40
user_6,This is a comment about smartphone,smartphone,2020-03-04 12:00:29
user_7,This is a comment about shoes,books,2022-07-06 08:01:32
user_7,This is a comment about books,clothes,2020-05-16 17:56:59
user_7,This is a comment about books,books,2020-02-15 05:21:42
user_7,This is a comment about books,clothes,2021-05-09 09:39:29
user_7,This is a comment about clothes,smartphone,2020-09-14 16:53:51
user_7,This is a comment about laptops,laptops,2023-05-21 02:54:40
user_7,This is a comment about smartphone,laptops,2020-11-26 16:35:39
user_7,This is a comment about laptops,clothes,2021-03-27 09:58:05
user_7,This is a comment about shoes,laptops,2022-07-24 23:50:54
user_7,This is a comment about shoes,clothes,2023-04-09 05:03:14
user_7,This is a comment about clothes,shoes,2023-09-22 04:12:26
user_7,This is a comment about clothes,laptops,2023-02-03 11:00:05
user_7,This is a comment about clothes,laptops,2023-11-03 03:06:20
user_7,This is a comment about smartphone,smartphone,2023-05-19 19:55:17
user_7,This is a comment about clothes,laptops,2022-11-11 15:12:44
user_7,This is a comment about clothes,smartphone,2023-11-19 15:20:10
user_7,This is a comment about books,shoes,2023-09-17 12:37:41
user_7,This is a comment about clothes,shoes,2023-02-19 12:06:12
user_7,This is a comment about shoes,laptops,2021-03-28 21:38:42
user_7,This is a comment about laptops,clothes,2022-11-12 04:51:53
user_7,This is a comment about books,smartphone,2023-01-01 22:06:24
user_7,This is a comment about laptops,laptops,2020-05-02 18:32:15
user_7,This is a comment about smartphone,shoes,2021-12-15 09:56:10
user_7,This is a comment about books,smartphone,2021-08-04 16:41:41
user_7,This is a comment about books,clothes,2023-09-07 19:22:17
user_7,This is a comment about shoes,clothes,2021-05-04 19:12:53
user_7,This is a comment about laptops,clothes,2021-11-04 02:04:56
user_7,This is a comment about laptops,clothes,2020-11-16 17:42:04
user_7,This is a comment about shoes,shoes,2021-05-21 14:26:33
user_7,This is a comment about books,smartphone,2023-08-24 08:45:21
user_7,This is a comment about shoes,clothes,2023-12-23 19:51:56
user_7,This is a comment about shoes,laptops,2020-03-12 21:11:23
user_7,This is a comment about laptops,books,2020-05-12 17:32:34
user_7,This is a comment about books,smartphone,2021-02-25 23:16:03
user_7,This is a comment about smartphone,shoes,2020-08-22 08:27:10
user_7,This is a comment about shoes,shoes,2021-05-27 04:35:37
user_7,This is a comment about shoes,laptops,2020-12-16 14:34:02
user_7,This is a comment about laptops,clothes,2023-10-25 00:14:16
user_7,This is a comment about clothes,laptops,2021-03-08 01:23:04
user_7,This is a comment about clothes,books,2022-06-14 10:15:11
user_7,This is a comment about books,books,2020-02-04 09:40:00
user_7,This is a comment about smartphone,smartphone,2022-09-26 03:15:04
user_7,This is a comment about smartphone,laptops,2022-11-11 03:49:34
user_7,This is a comment about smartphone,clothes,2023-07-23 06:29:39
user_7,This is a comment about clothes,clothes,2020-04-05 04:08:33
user_7,This is a comment about laptops,smartphone,2022-05-06 00:34:37
user_7,This is a comment about clothes,shoes,2021-01-25 17:10:21
user_7,This is a comment about laptops,shoes,2022-03-01 16:13:48
user_7,This is a comment about books,laptops,2022-08-19 12:43:31
user_7,This is a comment about smartphone,laptops,2022-02-24 06:23:29
user_8,This is a comment about laptops,laptops,2021-01-07 03:07:42
user_8,This is a comment about clothes,shoes,2023-05-06 12:55:02
user_8,This is a comment about shoes,shoes,2021-01-27 10:44:22
user_8,This is a comment about shoes,clothes,2023-04-21 05:20:01
user_8,This is a comment about shoes,books,2023-04-07 16:21:22
user_8,This is a comment about shoes,clothes,2023-09-06 12:26:30
user_8,This is a comment about smartphone,clothes,2021-10-11 10:21:36
user_8,This is a comment about laptops,laptops,2021-04-21 13:36:48
user_8,This is a comment about smartphone,shoes,2021-07-03 00:23:49
user_8,This is a comment about shoes,books,2021-04-14 23:54:03
user_8,This is a comment about clothes,books,2023-11-25 15:46:43
user_8,This is a comment about books,smartphone,2020-08-19 04:23:40
user_8,This is a comment about shoes,shoes,2021-07-19 07:28:07
user_8,This is a comment about shoes,laptops,2020-12-25 02:37:06
user_8,This is a comment about books,laptops,2021-10-04 21:30:12
user_8,This is a comment about smartphone,laptops,2020-12-10 23:02:55
user_8,This is a comment about clothes,laptops,2020-01-03 21:29:34
user_8,This is a comment about laptops,shoes,2020-03-20 02:20:42
user_8,This is a comment about shoes,books,2020-10-08 00:23:01
user_8,This is a comment about books,smartphone,2023-12-09 01:03:05
user_8,This is a comment about smartphone,books,2023-05-06 12:07:03
user_8,This is a comment about laptops,books,2023-09-03 17:54:40
user_8,This is a comment about clothes,laptops,2020-01-20 14:36:28
user_8,This is a comment about shoes,smartphone,2021-10-05 17:10:46
user_8,This is a comment about smartphone,smartphone,2023-07-18 22:54:32
user_8,This is a comment about shoes,clothes,2020-08-22 05:48:10
user_8,This is a comment about clothes,books,2021-02-19 05:03:57
user_8,This is a comment about smartphone,books,2023-12-10 03:12:46
user_8,This is a comment about clothes,smartphone,2023-11-25 22:40:00
user_8,This is a comment about shoes,laptops,2022-01-20 10:53:43
user_8,This is a comment about smartphone,laptops,2020-06-15 02:01:02
user_8,This is a comment about shoes,laptops,2023-11-12 04:51:53
user_8,This is a comment about books,shoes,2023-12-25 08:30:49
user_8,This is a comment about books,smartphone,2023-03-14 21:08:37
user_8,This is a comment about laptops,laptops,2023-04-08 16:59:43
user_8,This is a comment about books,clothes,2023-05-11 12:19:52
user_8,This is a comment about laptops,shoes,2022-08-26 01:08:00
user_8,This is a comment about clothes,books,2022-01-04 18:20:46
user_8,This is a comment about smartphone,shoes,2020-01-28 09:19:02
user_8,This is a comment about smartphone,clothes,2020-05-27 04:19:19
user_8,This is a comment about laptops,books,2023-06-16 11:01:25
user_8,This is a comment about smartphone,laptops,2021-04-25 18:11:16
user_8,This is a comment about laptops,smartphone,2020-11-02 04:19:46
user_8,This is a comment about smartphone,smartphone,2022-06-26 07:48:43
user_8,This is a comment about smartphone,shoes,2020-08-01 21:08:05
user_8,This is a comment about shoes,clothes,2020-09-18 12:54:40
user_8,This is a comment about smartphone,smartphone,2022-08-01 18:50:27
user_8,This is a comment about laptops,shoes,2020-05-08 00:47:51
user_8,This is a comment about clothes,books,2020-03-14 15:57:49
user_8,This is a comment about laptops,books,2022-03-13 23:41:38
user_9,This is a comment about shoes,books,2021-04-25 05:07:22
user_9,This is a comment about smartphone,books,2022-09-01 08:50:51
user_9,This is a comment about books,laptops,2023-05-10 08:53:32
user_9,This is a comment about books,books,2023-01-28 14:13:20
user_9,This is a comment about laptops,shoes,2020-03-19 11:13:51
user_9,This is a comment about clothes,books,2022-06-20 18:01:49
user_9,This is a comment about clothes,books,2020-08-06 08:19:51
user_9,This is a comment about clothes,clothes,2020-02-16 01:55:31
user_9,This is a comment about shoes,clothes,2021-03-18 10:54:23
user_9,This is a comment about laptops,clothes,2022-03-28 21:16:17
user_9,This is a comment about laptops,books,2021-03-21 18:27:22
user_9,This is a comment about books,books,2023-02-23 13:00:11
user_9,This is a comment about smartphone,shoes,2021-12-09 02:21:33
user_9,This is a comment about shoes,smartphone,2022-10-17 12:58:53
user_9,This is a comment about laptops,clothes,2020-02-05 00:58:15
user_9,This is a comment about clothes,shoes,2021-11-09 10:01:56
user_9,This is a comment about clothes,shoes,2021-03-19 07:31:53
user_9,This is a comment about books,shoes,2022-02-09 20:34:55
user_9,This is a comment about laptops,laptops,2022-12-23 11:22:06
user_9,This is a comment about books,clothes,2023-12-10 19:32:57
user_9,This is a comment about smartphone,shoes,2023-08-09 07:49:38
user_9,This is a comment about shoes,clothes,2023-09-25 05:05:23
user_9,This is a comment about smartphone,shoes,2023-02-09 06:01:06
user_9,This is a comment about books,books,2022-07-16 21:58:36
user_9,This is a comment about laptops,books,2023-11-16 17:46:37
user_9,This is a comment about clothes,books,2022-07-03 02:23:51
user_9,This is a comment about smartphone,shoes,2020-08-28 10:50:32
user_9,This is a comment about laptops,laptops,2020-09-25 05:06:57
user_9,This is a comment about smartphone,books,2022-05-21 21:02:52
user_9,This is a comment about laptops,smartphone,2022-12-03 15:19:40
user_9,This is a comment about clothes,smartphone,2021-10-21 05:25:11
user_9,This is a comment about smartphone,smartphone,2022-01-07 05:27:49
user_9,This is a comment about smartphone,books,2023-09-01 23:13:54
user_9,This is a comment about books,smartphone,2021-03-13 04:13:47
user_9,This is a comment about smartphone,shoes,2023-08-21 05:02:51
user_9,This is a comment about laptops,clothes,2021-04-25 18:31:31
user_9,This is a comment about shoes,books,2023-06-07 07:07:11
user_9,This is a comment about laptops,shoes,2020-07-01 01:34:18
user_9,This is a comment about shoes,books,2021-02-28 09:30:19
user_9,This is a comment about smartphone,laptops,2023-11-25 18:50:29
user_9,This is a comment about books,shoes,2021-12-25 06:19:27
user_9,This is a comment about books,smartphone,2023-10-11 15:08:55
user_9,This is a comment about books,smartphone,2021-01-04 16:38:39
user_9,This is a comment about laptops,laptops,2021-10-11 02:05:47
user_9,This is a comment about smartphone,clothes,2023-01-15 05:51:18
user_9,This is a comment about clothes,laptops,2020-01-23 15:17:26
user_9,This is a comment about laptops,smartphone,2023-04-16 14:12:32
user_9,This is a comment about smartphone,books,2023-03-25 17:30:15
user_9,This is a comment about smartphone,clothes,2022-11-26 15:13:43
user_9,This is a comment about shoes,smartphone,2023-10-03 06:26:13
user_10,This is a comment about smartphone,shoes,2023-11-15 13:28:10
user_10,This is a comment about smartphone,smartphone,2023-09-24 02:39:16
user_10,This is a comment about laptops,shoes,2020-05-23 22:43:15
user_10,This is a comment about smartphone,smartphone,2023-04-25 00:35:00
user_10,This is a comment about smartphone,laptops,2023-12-11 00:32:23
user_10,This is a comment about shoes,laptops,2020-11-11 18:39:14
