Height,Weight,BMI,architect,artist,chef,designer,doctor,driver,engineer,firefighter,lawyer,manager,mechanic,musician,nurse,photographer,pilot,police,programmer,scientist,teacher,writer
174.7054198830351,73.63491044992693,24.125204667431763,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
174.48382890889687,72.97300995398315,23.96910921888175,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174.6773598749903,76.12803279428535,24.95004705081951,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
187.74992314058497,76.08413080006756,21.58412998370915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
177.27281196413935,67.25673741735896,21.40186049084243,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164.38031602295143,85.86186383404252,31.77610702286623,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
167.48127815197367,64.70247480191586,23.06685359115075,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177.9052478370906,67.43459701062507,21.30616315538302,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
152.4090188651708,85.67693420062687,36.884388095959004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
176.67066861782672,82.24775956184342,26.350882912203637,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
176.82551478472638,78.15554334161465,24.995965954639644,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
158.41530244295365,54.009075492492045,21.52149723526704,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
155.15705190619414,86.77930454978694,36.04733205800456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
162.61713403696734,78.56965198196445,29.711338952681864,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164.5484308377049,89.95388026271466,33.222507763792265,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172.8078708167152,55.97793218631975,18.745188550826363,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167.54406053849283,84.72504229472857,30.18239656821276,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
189.53495352236905,56.49971738705499,15.727788099257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
154.0817924299211,74.62238257135377,31.431598433881472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
158.3550702437934,54.952799313977664,21.91421276595742,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
156.45238071539984,83.92032917288938,34.28489521084122,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
176.12433301861594,82.29275834900042,26.52912320516062,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160.1316641015913,72.76402954458374,28.37672737117069,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
168.65243091425225,66.28733188903999,23.304797196035825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
159.7770236800641,52.766679818205525,20.669554425853846,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
156.3587833458208,77.89715092578254,31.86229166546087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
154.4150056465722,68.14170730712276,28.578143156804263,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
176.25318357861093,78.88222397881393,25.392485087647817,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155.52731805394455,84.65529303714517,34.997800515829006,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157.86329446720214,89.02086020011544,35.72148152778929,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164.74900682643857,84.23213369570445,31.03360239823282,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
182.8397291939174,50.46856336740008,15.096622784302909,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
153.88405103172246,64.39912257913456,27.19522954490822,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
183.51779629995215,79.19962249696232,23.51617808937327,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
153.84393631575853,56.865187090457624,24.02623416648575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
189.05837860053583,70.84146424816517,19.819635867708097,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
168.74604806590807,52.17351953357014,18.32242332936846,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189.0704435276135,57.999860995856004,16.224811757278953,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
174.19382078980183,50.74087177842456,16.722162301822628,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179.57054317593207,81.74790813429682,25.351663140770007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151.56751169017284,58.956987522415204,25.663922968908068,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161.31227850305638,63.81406722787611,24.523450394285184,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154.80786244852675,87.12325173862364,36.353652231410855,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
161.8456079008858,78.1765760769413,29.845221691552393,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154.74910875816977,51.273557181252315,21.41100906592326,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162.71932717575905,56.587766259916506,21.371955996038324,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
166.5705197805868,74.85913605999053,26.98040899044599,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
152.56589985395138,73.0891435441667,31.400598297176007,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
177.6988847748008,59.51571285498034,18.847868164064465,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
172.664058168263,87.36855991699176,29.3056453311838,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160.6155796375778,74.55863823863584,28.901649415837817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
170.929922138668,71.42531212099833,24.4464587514993,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153.75762043033768,73.59639905418284,31.130297221334054,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
173.03785982224719,79.20488118067078,26.452679910775014,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
187.17184790304856,62.47779981918407,17.833832001138056,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
162.74275809805295,65.92884248864368,24.892705836561365,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176.69641519854727,58.393749959004886,18.702983406611942,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155.2719144961757,57.447720235213446,23.827966618739886,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178.65308816474263,87.77489559935734,27.501049394502655,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
161.57624371788805,79.58203180197151,30.483161556490913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
157.32765448028468,69.61835234470269,28.126364754442548,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173.46051739240332,59.09658511893293,19.640887636705912,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
150.80430184749974,60.17425927081572,26.459601073127782,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
183.15760116869453,52.32116641295502,15.59651342891872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
150.18781904770188,67.37666502232483,29.870334718713693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
